1000,283,141
1001,214,49
1002,276,48
1003,271,137
1004,169,43
1005,32,58
1006,31,79
1007,196,135
1008,47,113
1009,89,186
1010,247,115
1011,65,170
1012,8,21
1013,5,28
1014,202,42
1015,243,133
1016,104,84
1017,54,71
1018,183,32
1019,17,55
1020,267,124
1021,106,137
1022,276,165
1023,177,20
1024,210,36
1025,161,198
1026,219,153
1027,30,119
1028,42,74
1029,96,44
1030,231,80
1031,237,19
1032,239,12
1033,294,173
1034,179,1
1035,135,144
1036,177,136
1037,136,130
1038,269,35
1039,183,110
1040,49,93
1041,145,105
1042,38,35
1043,30,87
1044,294,108
1045,145,30
1046,132,137
1047,52,75
1048,119,161
1049,199,118
1050,82,148
1051,37,79
1052,295,104
1053,53,128
1054,76,64
1055,63,71
1056,214,9
1057,137,48
1058,143,74
1059,30,118
1060,27,80
1061,150,101
1062,168,17
1063,109,166
1064,140,131
1065,132,60
1066,77,47
1067,246,114
1068,188,125
1069,73,166
1070,255,165
1071,131,126
1072,212,3
1073,220,170
1074,263,25
1075,217,125
1076,222,190
1077,64,98
1078,262,194
1079,186,200
1080,101,118
1081,201,111
1082,154,67
1083,171,175
1084,128,90
1085,150,189
1086,214,95
1087,107,68
1088,274,85
1089,222,12
1090,142,12
1091,241,150
1092,272,104
1093,251,97
1094,281,87
1095,130,65
1096,105,49
1097,256,4
1098,251,138
1099,47,103
1100,201,107
1101,252,131
1102,250,32
1103,260,195
1104,1,11
1105,207,30
1106,32,174
1107,216,192
1108,50,179
1109,67,58
1110,35,72
1111,118,95
1112,257,135
1113,143,84
1114,193,1
1115,233,124
1116,222,125
1117,162,70
1118,168,172
1119,155,198
1120,43,70
1121,171,189
1122,12,33
1123,9,198
1124,5,92
1125,134,104
1126,101,182
1127,7,52
1128,192,45
1129,99,38
1130,80,44
1131,105,96
1132,225,147
1133,104,93
1134,51,89
1135,273,36
1136,188,177
1137,244,113
1138,139,171
1139,283,35
1140,184,196
1141,267,111
1142,40,82
1143,157,30
1144,105,73
1145,14,119
1146,195,166
1147,135,14
1148,142,193
1149,219,146
1150,190,180
1151,280,50
1152,186,80
1153,43,101
1154,281,111
1155,268,160
1156,301,102
1157,212,5
1158,115,31
1159,232,100
1160,131,180
1161,187,106
1162,225,49
1163,135,9
1164,86,178
1165,62,127
1166,8,21
1167,124,194
1168,277,161
1169,221,36
1170,275,80
1171,99,6
1172,234,139
1173,246,93
1174,120,130
1175,170,56
1176,48,158
1177,146,26
1178,83,60
1179,21,46
1180,184,168
1181,100,16
1182,181,6
1183,181,47
1184,249,17
1185,269,147
1186,105,176
1187,26,98
1188,295,62
1189,117,62
1190,140,80
1191,45,159
1192,226,164
1193,70,162
1194,246,94
1195,148,120
1196,12,35
1197,57,47
1198,55,129
1199,284,59
1200,8,85
1201,268,188
1202,215,61
1203,98,62
1204,255,164
1205,34,39
1206,253,126
1207,86,167
1208,280,3
1209,281,117
1210,301,197
1211,172,141
1212,161,111
1213,268,51
1214,29,80
1215,271,13
1216,74,84
1217,280,84
1218,22,7
1219,180,105
1220,199,46
1221,12,36
1222,187,160
1223,222,26
1224,23,138
1225,25,145
1226,146,110
1227,117,7
1228,232,53
1229,166,195
1230,174,171
1231,186,89
1232,277,101
1233,277,164
1234,179,149
1235,234,72
1236,107,160
1237,176,154
1238,291,155
1239,180,145
1240,130,6
1241,290,14
1242,195,28
1243,64,7
1244,36,120
1245,154,198
1246,242,163
1247,220,29
1248,154,178
1249,198,90
1250,277,178
1251,231,191
1252,190,46
1253,20,120
1254,20,37
1255,212,31
1256,6,156
1257,198,128
1258,38,69
1259,139,124
1260,229,68
1261,195,193
1262,204,94
1263,298,1
1264,49,127
1265,299,36
1266,212,50
1267,191,145
1268,75,126
1269,84,124
1270,91,192
1271,250,170
1272,171,26
1273,179,152
1274,77,194
1275,245,87
1276,258,89
1277,51,53
1278,120,170
1279,139,185
1280,166,126
1281,292,98
1282,249,107
1283,221,172
1284,296,90
1285,285,114
1286,183,46
1287,107,4
1288,179,81
1289,72,200
1290,159,182
1291,150,122
1292,89,151
1293,251,28
1294,266,174
1295,293,157
1296,36,155
1297,66,157
1298,83,29
1299,253,85
1300,48,116
1301,252,7
1302,69,165
1303,292,118
1304,206,40
1305,216,171
1306,191,70
1307,281,108
1308,57,161
1309,170,17
1310,70,197
1311,78,60
1312,155,134
1313,65,157
1314,267,145
1315,156,167
1316,114,116
1317,119,37
1318,79,143
1319,142,29
1320,60,20
1321,63,35
1322,154,59
1323,73,31
1324,24,6
1325,283,133
1326,23,149
1327,199,93
1328,67,103
1329,28,185
1330,265,143
1331,227,197
1332,29,119
1333,251,57
1334,82,134
1335,59,130
1336,267,97
1337,91,15
1338,14,43
1339,268,192
1340,4,180
1341,226,73
1342,218,128
1343,75,40
1344,264,79
1345,80,123
1346,299,51
1347,250,93
1348,16,117
1349,53,151
1350,199,63
1351,89,9
1352,159,59
1353,102,182
1354,171,23
1355,260,142
1356,11,147
1357,64,58
1358,30,1
1359,56,39
1360,133,16
1361,218,91
1362,256,141
1363,296,146
1364,38,30
1365,215,5
1366,207,152
1367,121,195
1368,201,145
1369,193,172
1370,134,44
1371,262,150
1372,151,114
1373,88,125
1374,285,155
1375,249,63
1376,226,149
1377,90,68
1378,13,103
1379,205,4
1380,218,61
1381,57,82
1382,127,78
1383,110,157
1384,283,34
1385,179,108
1386,98,69
1387,147,167
1388,16,170
1389,39,163
1390,166,166
1391,73,180
1392,216,95
1393,180,44
1394,301,37
1395,233,10
1396,18,15
1397,171,183
1398,237,89
1399,82,120
1400,183,110
1401,20,180
1402,111,62
1403,112,123
1404,123,178
1405,107,5
1406,220,192
1407,42,13
1408,79,187
1409,196,124
1410,158,50
1411,67,59
1412,201,52
1413,171,57
1414,131,191
1415,77,125
1416,239,41
1417,91,29
1418,193,180
1419,15,156
1420,204,55
1421,174,84
1422,286,177
1423,218,79
1424,95,97
1425,201,85
1426,206,32
1427,59,81
1428,97,160
1429,132,47
1430,143,30
1431,260,184
1432,280,98
1433,149,13
1434,12,184
1435,180,185
1436,291,2
1437,106,152
1438,270,24
1439,119,33
1440,161,93
1441,258,20
1442,180,30
1443,1,40
1444,146,41
1445,15,113
1446,112,181
1447,112,188
1448,86,190
1449,23,32
1450,19,163
1451,90,171
1452,126,84
1453,228,145
1454,81,129
1455,289,79
1456,252,85
1457,288,42
1458,90,44
1459,40,86
1460,294,98
1461,259,11
1462,86,12
1463,104,54
1464,230,116
1465,249,148
1466,68,59
1467,49,32
1468,116,75
1469,136,165
1470,255,72
1471,221,109
1472,176,36
1473,277,185
1474,33,161
1475,9,92
1476,81,186
1477,92,198
1478,172,20
1479,75,130
1480,278,122
1481,70,7
1482,214,44
1483,298,119
1484,117,138
1485,127,87
1486,27,108
1487,224,34
1488,37,159
1489,64,138
1490,196,131
1491,292,62
1492,8,99
1493,130,174
1494,223,1
1495,217,64
1496,122,3
1497,81,74
1498,169,153
1499,227,199
1500,298,54
1501,171,14
1502,29,80
1503,217,132
1504,291,168
1505,68,158
1506,21,54
1507,208,156
1508,56,19
1509,239,73
1510,203,14
1511,149,136
1512,129,199
1513,144,60
1514,137,161
1515,3,195
1516,247,19
1517,267,199
1518,26,104
1519,68,3
1520,2,119
1521,10,70
1522,39,194
1523,146,153
1524,291,59
1525,264,24
1526,232,176
1527,295,114
1528,237,21
1529,41,93
1530,117,9
1531,98,170
1532,270,162
1533,254,83
1534,138,46
1535,275,100
1536,253,63
1537,13,122
1538,75,159
1539,292,157
1540,212,19
1541,173,65
1542,20,17
1543,247,50
1544,118,138
1545,226,184
1546,293,68
1547,222,80
1548,191,158
1549,218,33
1550,50,180
1551,91,56
1552,169,85
1553,31,44
1554,274,7
1555,97,168
1556,262,133
1557,280,97
1558,15,16
1559,189,42
1560,225,172
1561,59,82
1562,208,151
1563,86,68
1564,154,114
1565,82,118
1566,108,165
1567,146,62
1568,170,26
1569,99,142
1570,158,138
1571,174,11
1572,180,151
1573,116,146
1574,191,117
1575,20,29
1576,54,178
1577,112,180
1578,171,106
1579,74,148
1580,265,181
1581,81,25
1582,146,145
1583,301,61
1584,34,198
1585,169,49
1586,1,58
1587,112,74
1588,257,188
1589,126,35
1590,283,104
1591,218,191
1592,160,33
1593,175,42
1594,96,44
1595,70,98
1596,125,85
1597,109,49
1598,242,138
1599,289,77
1600,149,92
1601,148,53
1602,263,31
1603,81,83
1604,272,63
1605,45,160
1606,249,140
1607,125,127
1608,7,161
1609,288,44
1610,48,87
1611,74,122
1612,180,116
1613,39,50
1614,269,57
1615,139,1
1616,261,167
1617,273,8
1618,147,48
1619,194,149
1620,54,84
1621,61,84
1622,193,17
1623,41,117
1624,126,157
1625,38,29
1626,152,9
1627,153,165
1628,129,88
1629,118,123
1630,243,112
1631,203,14
1632,52,188
1633,116,27
1634,293,90
1635,58,183
1636,232,163
1637,148,81
1638,54,125
1639,21,62
1640,247,172
1641,255,17
1642,108,116
1643,68,98
1644,102,111
1645,56,120
1646,6,83
1647,149,172
1648,248,155
1649,24,195
1650,25,162
1651,165,52
1652,30,8
1653,26,184
1654,13,116
1655,49,26
1656,158,4
1657,160,36
1658,68,42
1659,16,35
1660,127,176
1661,36,9
1662,151,47
1663,291,39
1664,191,138
1665,236,36
1666,200,104
1667,39,164
1668,159,155
1669,75,22
1670,144,194
1671,135,159
1672,195,99
1673,134,118
1674,25,68
1675,13,188
1676,152,96
1677,234,98
1678,201,133
1679,195,160
1680,32,197
1681,117,82
1682,41,186
1683,32,80
1684,114,131
1685,243,125
1686,263,26
1687,79,157
1688,201,7
1689,197,183
1690,25,78
1691,244,40
1692,224,93
1693,161,138
1694,134,10
1695,120,56
1696,141,73
1697,105,58
1698,295,58
1699,138,2
1700,115,70
1701,262,54
1702,41,156
1703,294,154
1704,247,164
1705,57,158
1706,199,106
1707,54,97
1708,15,48
1709,100,79
1710,293,191
1711,21,114
1712,180,38
1713,148,99
1714,87,189
1715,27,33
1716,79,5
1717,69,96
1718,169,165
1719,195,37
1720,6,21
1721,140,185
1722,10,149
1723,260,53
1724,200,86
1725,155,169
1726,56,157
1727,301,68
1728,275,91
1729,8,112
1730,189,16
1731,101,87
1732,109,30
1733,292,71
1734,242,154
1735,66,34
1736,92,30
1737,215,30
1738,1,160
1739,106,123
1740,22,120
1741,12,126
1742,281,121
1743,237,28
1744,291,138
1745,8,22
1746,40,189
1747,159,181
1748,245,87
1749,210,125
1750,131,122
1751,118,59
1752,174,66
1753,146,87
1754,161,85
1755,200,71
1756,142,97
1757,18,32
1758,139,154
1759,205,53
1760,52,133
1761,11,58
1762,190,69
1763,36,1
1764,228,76
1765,260,37
1766,286,10
1767,252,155
1768,262,55
1769,268,170
1770,211,1
1771,54,119
1772,277,181
1773,37,52
1774,287,107
1775,25,101
1776,150,176
1777,71,86
1778,144,140
1779,196,132
1780,87,184
1781,113,198
1782,122,39
1783,295,156
1784,25,82
1785,201,86
1786,70,187
1787,270,7
1788,247,55
1789,216,187
1790,105,49
1791,131,30
1792,222,95
1793,275,100
1794,110,62
1795,50,157
1796,207,94
1797,175,107
1798,160,168
1799,295,102
1800,235,77
1801,267,29
1802,96,137
1803,77,187
1804,193,64
1805,158,110
1806,131,107
1807,283,115
1808,273,53
1809,67,162
1810,158,128
1811,14,121
1812,282,32
1813,107,5
1814,151,192
1815,32,48
1816,145,120
1817,224,162
1818,114,37
1819,248,160
1820,291,80
1821,93,63
1822,196,119
1823,263,194
1824,51,47
1825,294,110
1826,133,100
1827,138,172
1828,253,125
1829,16,30
1830,226,138
1831,220,81
1832,247,24
1833,83,155
1834,26,46
1835,246,62
1836,298,33
1837,35,80
1838,172,168
1839,73,132
1840,274,115
1841,19,34
1842,131,151
1843,197,123
1844,95,129
1845,183,112
1846,294,22
1847,161,140
1848,218,182
1849,256,29
1850,114,179
1851,251,55
1852,167,112
1853,203,5
1854,221,144
1855,280,176
1856,120,178
1857,223,46
1858,201,64
1859,229,184
1860,188,44
1861,293,165
1862,242,120
1863,281,137
1864,7,56
1865,187,49
1866,173,189
1867,246,27
1868,291,56
1869,224,130
1870,203,100
1871,71,124
1872,232,150
1873,12,123
1874,108,20
1875,103,171
1876,261,27
1877,145,71
1878,252,161
1879,105,11
1880,228,114
1881,35,134
1882,119,7
1883,66,83
1884,29,132
1885,50,192
1886,149,60
1887,55,126
1888,65,32
1889,86,66
1890,293,150
1891,191,97
1892,180,108
1893,144,53
1894,211,43
1895,202,81
1896,2,147
1897,164,179
1898,45,198
1899,162,90
1900,140,10
1901,36,90
1902,58,68
1903,226,179
1904,133,43
1905,217,68
1906,128,175
1907,241,53
1908,263,24
1909,199,35
1910,78,165
1911,132,43
1912,219,195
1913,244,36
1914,163,131
1915,121,193
1916,122,12
1917,273,136
1918,121,148
1919,66,172
1920,145,199
1921,220,10
1922,10,194
1923,244,114
1924,259,142
1925,10,54
1926,219,179
1927,14,80
1928,89,105
1929,140,82
1930,129,65
1931,80,75
1932,60,22
1933,222,172
1934,149,52
1935,115,41
1936,279,78
1937,9,22
1938,155,27
1939,41,140
1940,61,43
1941,32,1
1942,264,50
1943,237,18
1944,301,133
1945,106,53
1946,172,191
1947,202,185
1948,20,87
1949,56,80
1950,110,171
1951,79,117
1952,164,70
1953,175,63
1954,261,63
1955,191,156
1956,107,150
1957,20,161
1958,136,145
1959,29,109
1960,141,100
1961,139,60
1962,299,82
1963,164,36
1964,172,35
1965,252,27
1966,179,147
1967,39,16
1968,47,119
1969,12,81
1970,81,138
1971,101,109
1972,280,51
1973,57,160
1974,154,28
1975,233,197
1976,90,187
1977,49,55
1978,91,74
1979,1,199
1980,266,171
1981,201,97
1982,248,158
1983,162,115
1984,267,54
1985,124,120
1986,81,131
1987,168,40
1988,31,82
1989,286,185
1990,145,85
1991,218,73
1992,19,87
1993,10,116
1994,93,36
1995,39,51
1996,71,10
1997,256,178
1998,122,29
1999,75,128
2000,145,83
2001,163,168
2002,66,172
2003,130,170
2004,275,19
2005,42,199
2006,125,150
2007,122,177
2008,51,159
2009,211,50
2010,94,37
2011,42,37
2012,100,18
2013,221,42
2014,122,193
2015,294,36
2016,272,117
2017,231,34
2018,141,3
2019,15,79
2020,243,43
2021,147,40
2022,35,106
2023,244,108
2024,200,62
2025,51,87
2026,258,91
2027,74,190
2028,76,10
2029,282,32
2030,200,67
2031,264,32
2032,204,70
2033,33,137
2034,184,26
2035,48,89
2036,282,156
2037,92,55
2038,130,105
2039,94,62
2040,46,83
2041,205,97
2042,32,72
2043,36,113
2044,164,86
2045,230,105
2046,95,56
2047,283,139
2048,224,3
2049,224,51
2050,98,23
2051,154,185
2052,73,25
2053,78,137
2054,88,77
2055,93,57
2056,285,53
2057,247,185
2058,53,171
2059,40,100
2060,217,128
2061,252,45
2062,42,15
2063,209,49
2064,121,191
2065,199,71
2066,102,126
2067,1,124
2068,19,26
2069,131,174
2070,11,187
2071,58,176
2072,253,60
2073,281,177
2074,179,181
2075,11,152
2076,227,132
2077,30,94
2078,79,30
2079,35,49
2080,148,50
2081,214,86
2082,50,31
2083,8,171
2084,95,67
2085,205,94
2086,234,68
2087,194,178
2088,230,63
2089,62,65
2090,193,197
2091,133,152
2092,287,191
2093,89,183
2094,267,149
2095,172,70
2096,77,56
2097,40,60
2098,286,123
2099,17,194
2100,108,42
2101,285,145
2102,284,68
2103,74,50
2104,148,141
2105,105,125
2106,59,79
2107,278,51
2108,195,96
2109,272,54
2110,273,192
2111,211,191
2112,223,143
2113,272,142
2114,263,47
2115,66,33
2116,300,186
2117,214,112
2118,94,140
2119,66,35
2120,113,22
2121,127,126
2122,47,113
2123,290,149
2124,86,191
2125,69,149
2126,126,118
2127,30,180
2128,90,72
2129,223,143
2130,177,39
2131,232,69
2132,39,94
2133,51,137
2134,15,3
2135,48,44
2136,237,98
2137,290,153
2138,254,67
2139,16,80
2140,288,17
2141,229,78
2142,17,86
